Testcase DataSize WorkGroupSize GpuWorkGroups NumThreads Time
VectorPow 671088640 1000 20000 8 0.717485
VectorPow 671088640 1000 50000 8 0.692969
VectorPow 671088640 10000 100 8 0.699361
VectorPow 671088640 10000 1000 8 0.693531
VectorPow 671088640 10000 10000 8 0.778977
VectorPow 671088640 100000 100 8 0.705133
VectorPow 671088640 100000 1000 8 0.764961
VectorPow 1342177280 1000 100 8 1.489599
VectorPow 1342177280 1000 1000 8 1.396093
VectorPow 1342177280 1000 10000 8 1.377752
VectorPow 1342177280 1000 20000 8 1.395132
VectorPow 1342177280 1000 50000 8 1.362827
VectorPow 1342177280 10000 100 8 1.374878
VectorPow 1342177280 10000 1000 8 1.383352
VectorPow 1342177280 10000 10000 8 1.360566
VectorPow 1342177280 100000 100 8 1.399414
VectorPow 1342177280 100000 1000 8 1.386551
VectorPow 2013265920 1000 100 8 2.196670
VectorPow 2013265920 1000 1000 8 2.059628
VectorPow 2013265920 1000 10000 8 2.037548
VectorPow 2013265920 1000 20000 8 2.033010
VectorPow 2013265920 1000 50000 8 2.054468
VectorPow 2013265920 10000 100 8 2.066314
VectorPow 2013265920 10000 1000 8 2.026909
VectorPow 2013265920 10000 10000 8 2.089170
VectorPow 2013265920 100000 100 8 2.016070
VectorPow 2013265920 100000 1000 8 2.090964
VectorPow 2684354560 1000 100 8 2.960975
VectorPow 2684354560 1000 1000 8 2.727103
VectorPow 2684354560 1000 10000 8 2.724795
VectorPow 2684354560 1000 20000 8 2.711122
VectorPow 2684354560 1000 50000 8 2.753032
VectorPow 2684354560 10000 100 8 2.729207
VectorPow 2684354560 10000 1000 8 2.679668
VectorPow 2684354560 10000 10000 8 2.738108
VectorPow 2684354560 100000 100 8 2.693206
VectorPow 2684354560 100000 1000 8 2.755886
VectorPow 3355443200 1000 100 8 3.677105
VectorPow 3355443200 1000 1000 8 3.385944
VectorPow 3355443200 1000 10000 8 3.374362
VectorPow 3355443200 1000 20000 8 3.371032
VectorPow 3355443200 1000 50000 8 3.397191
VectorPow 3355443200 10000 100 8 3.377239
VectorPow 3355443200 10000 1000 8 3.397862
VectorPow 3355443200 10000 10000 8 3.423133
VectorPow 3355443200 100000 100 8 3.378188
VectorPow 3355443200 100000 1000 8 3.393718
